category,text,Label,Result
445,"data warehouseModern business organizations create and store a tremendous amount of data in the form of transactions that become database records.  Increasingly, however, businesses are relying on their ability to use data that was collected for one purpose (such as sales, customer service, and inventory) for purposes of marketing research, planning, or decision support.  For example, transaction data might be revisited with a view to identifying the common characteristics of the firm’s best customers or determining the best way to market a particular type of product.  In order to conduct such research or analysis, the data collected in the course of business must be stored in such a way that it is both accurate and flexible in terms of the number of different ways in which it can be queried.  The idea of the data warehouse is to provide such a repository for data",1,Boat
446,"A decision support system (DSS) is a computer application that focuses on providing access to or analysis of the key information needed to make decisions, particularly in business.  (It can be thought of as a more narrowly focused approach to computer assistance to management—see management information system. )The development of DSS has several roots reaching back to the 1950s.  This includes operational analysis and the theory of organizations and the development of the first interactive (rather than batch-processing) computer systems.  Indeed, the SAGE automated air defense system developed starting in the 1950s could be described as a military DSS.  The system presented real-time information (radar plots) and enabled the operator to select and focus on particular elements using a light pen.  By the 1960s more-systematic research on DSS was underway and included the provocative idea of “human-computer symbiosis” for problem solving ,. ",1,Boat
447,"Dell Computer (NASDAQ: DELL) is one of the world’s leading manufacturers and sellers of desktop and laptop computers ,.  By 2008 Dell had more than 88,000 employees worldwide. The company was founded by Michael Dell, a student at the University of Texas at Austin whose first company was PC’s Limited, founded in 1984.  Even at this early stage Dell successfully employed several practices that would come to typify the Dell strategy: Sell directly to customers (not through stores), build each machine to suit the customer’s preferences, and be aggressive in competing on price. In 1988 the growing company changed its name to Dell Computer Corporation.  In the early 1990s Dell tried an alternative business model, selling through warehouse clubs and computer superstores.  When that met with little success, Dell returned to the original formula.  In 1999 Dell overtook Compaq to become the biggest computer retailer in America. ",1,Boat
448,"The unusual computing term demon (sometimes spelled daemon) refers to a process (program) that runs in the background, checking for and responding to certain events.  The utility of this concept is that it allows for automation of information processing without requiring that an operator initiate or manage the process. For example, a print spooler demon looks for jobs that are queued for printing, and deals with the negotiations necessary to maintain the flow of data to that device.  Another demon (called chron in UNIX systems) reads a file describing processes that are designated to run at particular dates or times.  For example, it may launch a backup utility every morning at 1:00 a. m.  E-mail also depends on the periodic operation of “mailer demons. ”",1,Boat
449,"Design patterns are an attempt to abstract and generalize what is learned in solving one problem so that it can be applied to future similar problems.  The idea was first applied to architecture by Christopher Alexander in his book A Pattern Language.  Alexander described a pattern as a description of situations in which a particular problem occurs, with a solution that takes into account the factors that are “invariant” (not changed by context).  Guidance for applying the solution is also provided. For example, a bus stop, a waiting room, and a line at a theme park are all places where people wait.  A “place to wait” pattern would specify the problem to be solved (how to make waiting as pleasant as possible) and suggest solutions.  Patterns can have different levels of abstraction or scales on which they apply (for example, an intimate theater and a stadium are both places of entertainment, but one is much larger than the other). Patterns in turn are linked into a network called a pattern language.  Thus when working with one pattern, the designer is guided to consider related patterns.  For example, a pattern for a room might relate to patterns for seating or grouping the occupants. ",1,Boat
450,"The concept of patterns and pattern languages carries over well into software design.  As with architectural patterns, a software pattern describes a problem and solution, along with relevant structures ,.  Note that patterns are not executable code; they are at a higher level (one might say abstract enough to be generalizable, specific enough to be applicable). Software patterns can specify how objects are created and ways in which they function and interface with other objects.  Patterns are generally documented using a common format",1,Boat
451,"Traditionally documents such as advertisements, brochures, and reports were prepared by combining typed or printed text with pasted-in illustrations (such as photographs and diagrams).  This painstaking layout process was necessary in order to produce “camera-ready copy” from which a printing company could produce the final product. Starting in the late 1980s, desktop computers became powerful enough to run software that could be used to create page layouts.  In addition, display hardware gained a high enough resolution to allow for pages to be shown on the screen in much the same form as they would appear on the printed page.  (This is known by the acronym WYSIWYG, or “what you see is what you get. ”) The final ingredient for the creation of desktop publishing was the advent of affordable laser or inkjet printers that could print near print quality text and high-resolution graphics",1,Boat
452,"A fundamental problem in computer design is the control of devices such as disk drives and printers.  Each device is designed to respond to a particular set of control commands sent as patterns of binary values through the port to which the device is connected.  For example, a printer will respond to a “new page” command by skipping lines to the end of the current page and moving the print head to the start of the next page, taking margin settings into account.  The problem is this: When an applications program such as a word processor needs to print a document, how should the necessary commands be provided to the printer? If every application program has to include the appropriate set of commands for each device that might be in use, programs will be bloated and much development effort will be required for supporting devices rather than extending the functionality of the product itself.  Instead, the manufacturers of printers and other devices such as scanners and graphics tablets typically provide a program called a driver.  (A version of the driver is created for each major operating system in use. ) The driver serves as the intermediary between the application, the operating system and the low-level device control system.  It is sometimes useful to have drivers in the form of continually running programs that monitor the status of a device and wait for commands. ",1,Boat
453,"Also called digital money or e-cash, digital cash represents the attempt to create a method of payment for online transactions that is as easy to use as the familiar bills and coins in daily commerce ,.  At present, credit cards are the principal means of making online payments.  While using credit cards takes advantage of a well-established infrastructure, it has some disadvantages.  From a security standpoint, each payment potentially exposes the payer to the possibility that the credit card number and possibly other identifying information will be diverted and used for fraudulent transactions and identity theft.  While the use of secure (encrypted) online sites has reduced this risk, it cannot be eliminated entirely ,.  Credit cards are also impracticable for very small payments from cents to a few dollars (such as for access to magazine articles) because the fees charged by the credit card companies would be too high in relation to the value of the transaction. ",1,Boat
454,"The concept of digital convergence is an attempt to explore the implications of so many formerly disparate analog media now being available in digital form.  All forms of digital media have key features in common.  First, they are essentially pure information (computer data).  This means that regardless of whether the data originally represented still images from a camera, video, or film, the sound of a human voice, music, or some other form of expression, that data can be stored, manipulated, and retrieved under the control of computer algorithms.  This makes it easier to create seamless multimedia presentations ,.  Services or products previously considered to be separate can be combined in new ways. ",1,Boat
455,"The dashboard of a car is designed to present vital real-time information to the driver, such as speed, fuel supply, and engine status.  Ideally this information should be easy to grasp at a glance, allowing for prompt action when necessary.  Conversely, unnecessary and potentially distracting information should be avoided, or at least relegated to an unobtrusive secondary display. A digital dashboard is a computer display that uses similar concepts.  Its goal is to provide an executive or manager with the key information that allows him or her to monitor the health of the enterprise and to take action when necessary.  (A digital dashboard can also be part of a larger set of management tools—see decision support system. ",1,Boat
456,"The term digital divide was coined in the late 1990s amid growing concern that groups such as minorities, the elderly, and rural residents were not becoming computer literate and connecting to the Internet at the same rate as the young, educated, and relatively affluent. Nearly a decade later this perception of a chasm has diminished somewhat.  According to the Pew Internet & American Life project, as of 2006 about two-thirds (70 per-148? ? ? ? digital dashboardcent) of American adults were using the Internet, and the number has continued to increase, though more slowly (there is evidence of a “hard core” unconnected population).  Groups that lagged in Internet usage included Americans 65 years or older (35 percent), African Americans (58 percent), and persons without at least a high school education (36 percent). ",1,Boat
457,"By default, once information is digitized it is simply a pattern of bits that can be easily copied within the same or a different medium, using a variety of software or the built-in facilities of the operating system.  Of course the development of tape-recording technology in the mid-20th century already made it possible to copy audio recordings, and the later development of videotape and the VCR did the same for video.  However, while analog copying techniques lose some accuracy (or fidelity) with each generation of copying, digital files can be copied exactly each time.  It is equally easy to e-mail, upload, or otherwise distribute audio or video files. Legally, the creator of an original work can assert copyright—literally, the “right to copy” or to control when and how the work is distributed.  Digital rights management (DRM) refers to a variety of technologies that can be used to enforce this right by making it at least difficult for the purchaser of one copy of a work to copy and distribute it in turn.  (Similar technologies have also been used to prevent copying of software, which is, after all, just another pattern of bits—see copy protection and software piracy andcounterfeiting. )",1,Boat
458,"This concept involves the creation of a software system that runs programs and stores data across a number of different computers, an idea pervasive today.  A simple form is the central computer (such as in a bank or credit card company) with which thousands of terminals communicate to submit transactions.  While this system is in some sense distributed, it is not really decentralized.  Most of the work is done by the central computer, which is not dependent on the terminals for its own functioning.  However, responsibilities can be more evenly apportioned between computers ,. ",1,Boat
459,"Distributed computing is particularly suited to applications that require extensive computing resources and that may need to be scaled (smoothly enlarged) to accommodate increasing needs ,.  Examples might include large databases, intensive scientific computing, and cryptography.  A particularly interesting example is SETI@home, which invites computer users to install a special screen saver that runs a distributed process during the computer’s idle time.  The process analyzes radio telescope data for correlations that might indicate receipt of signals from an extraterrestrial intelligence ,. Besides being able to marshal very large amounts of computing power, distributed systems offer improved fault tolerance.  Because the system is decentralized, if a particular computer fails, its processes can be replaced by ones running on other machines.  Replication (copying) of data across a widely dispersed network can also provide improved data recovery in the event of a disaster",1,Boat
460,"The operation of the Internet requires that each participating computer have a unique address to which data packets can be routed ,.  The Domain Name System (DNS) provides alphabetical equivalents to the numeric IP addresses, giving the now familiar-looking Web addresses (URLs), e-mail addresses, and so on. The system uses a set of “top-level” domains to categorize these names.  One set of domains is based on the nature of the sites involved, including: . com (commercial, corporate), . edu (educational institutions), . gov (government), . mil (military), . org (nonprofit organizations), . int (international organizations), . net (network service providers, and so on). The other set of top-level domains is based on the geographical location of the site.  For example, . au (Australia), . fr (France), and . ca (Canada).  (While the United States has the . us domain, it is generally omitted in practice, because the Internet was developed in the United States)",1,Boat
461,"The Document Object Model (DOM) is a way to represent a Web document , as an object that can be manipulated using code in a scripting language ,.  The DOM was created by the World Wide Web Consortium (W3C) as a way to standardize methods of manipulating Web pages at a time when different browsers used different access models.  The full specification is divided into four levels (0 through 3).  By 2005, most DOMspecifications were supported by the major Web browsers. Using DOM, a programmer can navigate through the hierarchical structure of a document, following links or “descending” into forms and user-interface objects.  With DOM one can also add HTML or XML elements, as well as load, save, or format documents. ",1,Boat
462,"DSL (digital subscriber line) is one of the two most prevalent forms of high-speed wired access to the Internet ,.  DSL can operate over regular phone lines (sometimes called POTS or “plain old telephone service”).  DSL takes advantage of the fact that existing phone lines can carry frequencies far beyond the narrow band used for voice telephony.  When installing DSL, the phone company must evaluate the quality of existing lines to determine how many frequency bands are usable, and thus how much data can be transmitted.  Further, because the higher the frequency the shorter the distance the signal can travel, the available bandwidth drops as one gets farther from the central office or a local DSL access Multiplexer (DSLAM)",1,Boat
463,"A digital video recorder (DVR) records digital television broadcasts and stores them on a disk ,.  DVRs first appeared as commercial products in 1999 in Replay TV and TiVo, the latter becoming the most successful player in the field. A DVR works with digital signals and discs rather than tape used by the video cassette recorders (VCRs) that had become popular starting in the 1980s.  The digital recorder has several advantages over tape:, much larger capacity, limited only by hard drive size, instant (random) access to any recorded programming without having to go forward or backward through a tape, the ability to “time shift” within a live broadcast, including pausing and instant replay, the ability to skip over commercials, digital special effects",1,Boat
464,"The C programming language was developed in the early 1970s by Dennis Ritchie, who based it on the earlier languages BCPL and B.  C was first used on DEC PDP-11 computers running the newly developed UNIX operating system, where the language provided a high-level alternative to the use of PDP Assembly language for development of the many utilities that give UNIX its flexibility.  Since the 1980s, C and its descendent, C++, have become the most widely used programming languages. ",1,Boat
465,"Introduced in 2002, C# (pronounced “C sharp”) is a programming language similar to C++ and Java but simplified in several respects and tailored for use with Microsoft’s latest programming platform ,.  C# is a general-purpose language and is thoroughly objectoriented—all functions must be declared as members of a class or “struct,” and even fundamental data types are derived from the System. Object class ,. Compared with C++, C# is stricter about the use and conversion of data types, not allowing most implicit conversions (such as from an enumeration type to the corresponding integer—see data structures).  Unlike C++, C# does not permit multiple inheritance (where a type can be derived from two or more base types), thereby avoiding an added layer of complexity in class relationships in large software projects.  (However, a similar effect can be obtained by declaring multiple “interfaces” or specified ways of accessing the same class. )Unlike Java (but like C++), C# includes pointers (and a safer version called “delegates”), enumerations (enum types), structs (treated as lightweight classes), and overloading (multiple definitions for operators).  The latest version of the language, C# 3. 0 (introduced in 2007), provides additional features for list processing and functional programming ,",1,Boat
466,"The C++ language was designed by Bjarne Stroustrup at AT&T’s Bell Labs in Murray Hill, New Jersey, starting in 1979.  By that time the C language had become well established as a powerful tool for systems programming ,.  However Stroustrup (and others) believed that C’s limited data structures and function mechanism were proving inadequate to express the relationships found in increasingly large software packages involving many objects with complex relationships. ",1,Boat
467,"During the late 1980s and 1990s, C++ became a very popular language for a variety of applications ranging from systems programming to business applications and games.  The growth of the language coincided with the development of more powerful desktop computers and the release of inexpensive, easy-to-use but powerful development environments from Microsoft, Borland, and others.  Since these compilers could also handle traditional C code, programmers could “port” existing code and use the object-oriented techniques of C++ as they mastered them.  By the late 1990s, however, C++, although still dominant in many areas, was being challenged by Java, a language that simplified some of the more complex features of C++ and that was designed 68? ? ? ? C++particularly for writing software to run on Web servers and browsers ,.  For an alternative approach to creating a somewhat more “streamlined” C-type language, ",1,Boat
468,A basic problem in computer design is how to optimize the fetching of instructions or data so that it will be ready when the processor (CPU) needs it.  One common solution is to use a cache.  A cache is an area of relatively fast-access memory into which data can be stored in anticipation of its being needed for processing.  Caches are used mainly in two contexts: the processor cache and the disk cache,1,Boat
469,"The use of a processor cache is advantageous because instructions and data can be fetched more quickly from the cache (static memory chips next to or within the CPU) than they can be retrieved from the main memory (usually dynamic RAM).  An algorithm analyzes the instructions currently being executed by the processor and tries to anticipate what instructions and data are likely to be needed in the near future.  (For example, if the instructions call for a possible branch to one of two sets of instructions, the cache will load the set that has been used most often or most recently.  Since many programs loop over and over again through the same instructions until some condition is met, the cache’s prediction will be right most of the time. )",1,Boat
470,"A disk cache uses the same general principle as a processor cache.  Here, however, it is RAM (either a part of main memory or separate memory on the disk drive) that is the faster medium and the disk drive itself that is slower.  When an application starts to request data from the disk, the cache reads one or more complete blocks or sectors of data from the disk rather than just the data record being requested.  Then, if the application continues to request sequential data records, these can be read from the high-speed memory on the cache rather than from the disk drive.  It follows that disk caching is most effective when an application, for example, loads a database file that is stored sequentially on the disk",1,Boat
471,"Caching techniques can be used in other ways.  For example, most Web browsers are set to store recently read pages on disk so that if the user directs the browser to go back to such a page it can be read from disk rather than having to be retransmitted over the Internet (generally a slower process).  Web servers and ISPs (such as cable services) can also cache popular pages so they can be served up quickly",1,Boat
472,"The final stage in the development of the calculator would be characterized by the use of electronics to replace mechanical (or electromechanical) action.  The use of logic 70? ? ? ? calculatorcircuits to perform calculations electronically was first seen in the giant computers of the late 1940s, but this was obviously impractical for desktop office use.  By the late 1960s, however, transistorized calculators comparable in size to mechanical desktop calculators came into use.  By the 1970s, the use of integrated circuits made it possible to shrink the calculator down to palm-size and smaller.  These calculators use a microprocessor with a set of “microinstructions” that enable them to perform a repertoire of operations ranging from basic arithmetic to trigonometric, statistical, or business-related function",1,Boat
473,"Development of automotive technology has tended to be incremental rather than revolutionary.  The core “hardware” such as the engine and drive train has changed little over several decades, other than the replacement of carburetors with fuel injection systems, and some improvements in areas such as brake design.  On the other hand there have been significant improvements in safety features such as seat belts, air bags, and improved crash absorption barriers. In recent years, however, the incorporation of computers in automobile design , has led to a number of significant advances in areas such as fuel efficiency, traction/stability, crash response, and driver information and navigation.  Put simply, cars are becoming “smarter” and are making driving easier and safer",1,Boat
474,"Much future progress in car computing will depend on creating integrated networking between vehicles and the road.  An advanced navigation system could take advantage of real-time information being transmitted by the surrounding vehicles.  For example, a stalled car would transmit warning messages to other drivers about the impending obstacle.  Vehicles that sense an oil slick, ice, or other road hazard could also “mark” the location so it can be avoided by subsequent drivers.  Data about the speed and spacing of traffic could provide real-time information about traffic jams, possibly routing vehicles into alternative lanes or other roads to reduce congestion and travel time ",1,Boat
475,"Smart cars are vehicles equipped with advanced computing and communication technologies that enable them to collect, analyze, and share data to provide a wide range of features and services.  These technologies include:Advanced Driver Assistance Systems (ADAS): Smart cars are equipped with a variety of sensors and cameras that enable ADAS features such as lane departure warning, automatic emergency braking, adaptive cruise control, and blind spot monitoring.  These features use computer algorithms to analyze data from the sensors and provide alerts or take action to prevent accidents. Connectivity: Smart cars are connected to the internet and other vehicles, enabling them to share data about traffic conditions, road hazards, and weather conditions.  This connectivity also allows for over-the-air software updates, remote diagnostics, and other services. Infotainment: Smart cars offer advanced infotainment systems that provide features such as internet connectivity, voice commands, music streaming, and navigation.  These systems are often integrated with the vehicle's ADAS features to provide real-time information and alerts. Self-driving: Some smart cars are capable of autonomous driving, using a combination of sensors, cameras, and computer algorithms to navigate roads without human intervention.  These cars are still in development and are not yet widely available. Energy Efficiency: Smart cars often use advanced technologies such as regenerative braking, stop-start systems, and aerodynamic designs to improve fuel efficiency and reduce emissions. ",1,Boat
476,"During the late 1950s and 1960s, software rapidly grew more complex—especially operating system software and large business applications.  With the typical program consisting of many components being developed by different programmers, it became difficult both to see the “big picture” and to maintain consistent procedures for transferring data from one program module to another.  As computer scientists worked to develop sounder principles , it also occurred to them that the power of the computer to automate procedures could be used to create tools for facilitating program design and managing the resulting complexity.  CASE, or computer-aided software engineering, is a catchall phrase that covers a variety of such tools involved with all phases of development",1,Boat
477,"The earliest design tool was the flowchart, often drawn with the aid of a template that could be used to trace the symbols on paper ,.  With its symbols for the flow of execution through branching and looping, the flowchart provides a good tool for visualizing how a program is intended to work.  However large and complex programs often result in a sea of flowcharts that are hard to relate to one another and to the program as a whole.  Starting in the 1960s, the creation of programs for manipulating flow symbols made it easier both to design flowcharts and to visualize them in varying levels of detail. ",1,Boat
478,"Once a program has been designed and implementation is under way, CASE tools can help the programmers maintain consistency across their various modules.  One such tool (now rather venerable) is the data dictionary, which is a database whose records contain information about the definition of data items and a list of program components that use each item ,.  When the definition of a data item is changed, the data dictionary can provide a list of affected components.  Database technology is also applied to software design in the creation of a database of objects within a particular program, which can be used to provide more extensive information during debugging. ",1,Boat
479,"Analysis tools are computer software or web applications that are used to analyze data, identify patterns, and draw insights from large and complex datasets.  These tools are used by analysts, researchers, and data scientists to process and interpret data, in order to make informed decisions and predictions. Some popular analysis tools include:Statistical analysis software: These tools are used to perform statistical analysis on data, such as hypothesis testing, regression analysis, and clustering.  Examples include R, SAS, and SPSS. Data visualization software: These tools are used to create charts, graphs, and other visual representations of data, in order to help users understand and communicate data insights.  Examples include Tableau, Power BI, and QlikView. Business intelligence software: These tools are used to analyze data from various sources, such as sales data, customer data, and financial data, in order to make informed business decisions.  Examples include SAP BusinessObjects, IBM Cognos, and Oracle Business Intelligence. Machine learning software: These tools are used to train and deploy machine learning models, in order to make predictions and automate decision-making.  Examples include TensorFlow, Scikit-learn, and Keras. Big data tools: These tools are used to process and analyze large and complex datasets, such as those generated by social media, sensors, and IoT devices.  Examples include Apache Hadoop, Spark, and Cassandra. ",1,Boat
480,"In the late 1990s, a new consumer technology enabled users to create their own CDs with data or audio tracks.  The cheapest kind, CD-R (Compact Disk Recordable) uses a layer of a dyed material and a thin gold layer to reflect the laser beam.  Data is recorded by a laser beam hitting the dye layer in precise locations and marking it (in one of several ways, depending on technology).  The lengths of marked (“striped”) track and unmarked track together encode the data. ",1,Boat
481,"The DVD (alternatively, Digital Video Disc or Digital Versatile Disc) is similar to a CD, but uses laser light with a shorter wavelength.  This means that the size of the pits and lands will be considerably smaller, which in turns means that much more data can be stored on the same size disk.  A DVD disk typically stores up to 4. 7 GB of data, equivalent to about six CDs.  This capacity can be doubled by using both sides of the disk. The high capacity of DVD-ROMs (and their recordable equivalent, DVD-RAMs) makes them useful for storing feature-length movies or videos, very large games and multimedia programs, or large illustrated encyclopedias.  The development of high-definition television (HDTV) standards spurred the introduction of higher capacity DVD formats.  The competition between Sony’s Blu-Ray and HD-DVD (backed by Toshiba and Microsoft, among others) was resolved by 2008 in favor of the former.  BluRay offers high capacity (25GB for single layer discs, 50GB for dual layer). ",1,Boat
482,"Cellular automata theory has been applied to a variety of fields that deal with the complex interrelationships of components, including biology (microbe growth and population dynamics in general), ecology (including forestry), and animal behavior, such as the flight of birds.  (The cues that a bird identifies in its neighbors are like the input conditions for a cell in a cellular automaton.  The “output” would be the bird’s flight behavior. )The ability of cellular automatons to generate a rich complexity from simple components and rules mimics the development of life from simple components, and thus cellular automation is an important tool in the creation and study of artificial life.  This can be furthered by combining a set of cellular automation rules with a geneticalgorithm, including a mechanism for inheritance of characteristics.  Cellular automation principles can also be applied to engineering in areas such as pattern or image recognition",1,Boat
483,"Governments have always to varying degrees concerned themselves with the content of public media.  The growing use of the Internet for expressive activities , has prompted authoritarian governments such as that of China to attempt to block “objectionable” material both through filtering techniques , and through pressure on service providers.  Further, users identified as creators of banned content may be subjected to prosecution.  However because of the Internet’s decentralized structure and the ability of users to operate relatively anonymously, Internet censorship tends to be only partially effective ,. In the democratic West, Internet censorship generally applies to only a few forms of content.  Attempts to criminalize the online provision of pornography to minors in the 1996 Communications Decency Act have generally been overturned by the courts as excessively infringing on the right of adults to access such content.  However, a succession of bills seeking to require schools and libraries to install Web-filtering software culminated in the Children’s Internet Protection Act, which was upheld by the U. S.  Supreme Court in 2003. ",1,Boat
484,"By itself, a Web page coded in HTML is simply a “static” display that does not interact with the user (other than for the selection of links).  (See html, dhtml, and xhtm. ) Many Web services, including online databases and e-commerce transactions, require that the user be able to interact with the server.  For example, an online shopper may need to browse or search a catalog of CD titles, select one or more for purchase, and then complete the transaction by providing credit card and other information.  These functions are provided by “gateway programs” on the server that can access databases or other facilities. One way to provide interaction with (and through) a Web page is to use the CGI (common gateway interface).  CGI is a facility that allows Web browsers and other client programs to link to and run programs stored on a Web site.  The stored programs, called scripts, can be written in various languages such as JavaScript or PHP , and placed in a cgi-bin folder on the Web server. The CGI script is referenced by an HTML hyperlink on the Web page, such as<A HREF=“http://www. MyServer. com/cgi-bin/MyScript”>MyScript </A>",1,Boat
485,"While the attention of the first computer designers focused mainly on numeric calculations, it was clear that much of the data that business people and others would want to manipulate with the new machines would be textual in nature.  Billing records, for example, would have to include customer names and addresses, not just balance totals. The “natural” representation of data in a computer is as a series of two-state (binary) values, interpreted as binary numbers.  The solution for representing text (letters of the alphabet, punctuation marks, and other special symbols) is to assign a numeric value to each text symbol.  The result is a character code, such as ASCII (American Standard Code for Information Interchange), which is the scheme used most widely today.  (Another system, EBCDIC (Extended Binary-Coded Decimal Interchange Code) was used during the heyday of IBM mainframes, but is seldom used today. ",1,Boat
486,"Sophisticated string processing (such as parsing and pattern matching) tends to be awkward to express in traditional number-oriented programming languages.  Several languages have been designed especially for manipulating textual data.  Snobol, designed in the early 1960s, is best 82? ? ? ? characters and stringsknown for its sophisticated pattern-matching and pattern processing capabilities.  A similar language, Icon, is widely used for specialized string-processing tasks today.  Many programmers working with textual data in the UNIX environment have found that the awk and Perl languages are easier to use than C for extracting and manipulating data fields.  (See awk and Perl. )",1,Boat
487,"Many PC users have become acquainted with chatting through participating in “chat rooms” operated by online services such as America Online (AOL).  A chat room is a “virtual space” in which people meet either to socialize generally or to discuss particular topics.  At their best, chat rooms can develop into true communities whose participants develop long-term friendships and provide one another with information and emotional support ,. However, the essentially anonymous character of chat (where participants often use “handles” rather than real names) that facilitates freedom of expression can also provide a cover for mischief or even crime.  Chat rooms have acquired a rather lurid reputation in the eyes of the general public.  There has been considerable public concern about children becoming involved in inappropriate sexual conversation.  This has been fueled by media stories (sometimes exaggerated) about children being recruited into face-toface meetings with pedophiles.  AOL and other online services have tried to reduce such activity by restricting online sex chat to adults, but there is no reliable mechanism for a service to verify its user’s age.  A chat room can also be supervised by a host or moderator who tries to prevent “flaming” (insults) or other behavior that the online service considers to be inappropriate",1,Boat
488,"For people who find commercial online services to be too expensive or confining, there are alternatives available for just the cost of an Internet connection.  The popular Internet Relay Chat (IRC) was developed in Finland by Jarkko Oikarinen in the late 1980s.  Using one of the freely available client programs, users connect to an IRC server, which in turn is connected to one of dozens of IRC networks.  Users can create their own chat rooms (called channels).  There are thousands of IRC channels with participants all over the world.  To participate, a user simply joins a channel and sees all messages currently being posted by other users of the channel.  In turn, the user’s messages are posted for all to see.  While IRC uses only text, there are now enhanced chat systems (often written in Java to work with a Web browser) that add graphics and other features. There are many other technologies that can be used for conversing via the Internet.  Some chat services (such as Cu-SeeMe) enable participants to transmit their images ,.  Voice can also be transmitted over an Internet connection ,.  For a very pervasive form of “ad hoc” textual communication, see texting and instant messaging",1,Boat
489,"The famous Turing test , proposes that if a human is unable to reliably distinguish messages from a computer from those of another person, the computer program involved can at least be provisionally declared to be “intelligent. ” The advent of textual communication via the Internet , has afforded a variety of ways to attempt to meet this challenge.  Programs that mimic human conversational styles have come to be known as “chatterbots. ”The prototypical chatterbot was ELIZA, developed by Joseph Weizenbaum in the mid-1960s ,.  ELIZA mimicked a form of nondirective psychotherapy in which the therapist echoes or plays off of the client’s statements as a form of gentle encouragement and validation.  Thus if one types, “My father didn’t really like me,” ELIZA might reply, “Tell me more about your father. ” Although primitive, ELIZA once inadvertently fooled an executive into thinking he was exchanging messages with Weizenbaum.  Other classic chatterbots include Parry, designed to mimic a paranoid, and the story-generating Racter. ",1,Boat
490,"With simple rules but endless permutations, chess has fascinated millions of players for hundreds of years.  When mechanical automatons became fashionable in the 18th century, onlookers were intrigued by “the Turk,” a chessplaying automaton.  While the Turk was eventually shown to be a hoax (a human player was hidden inside), the development of the electronic digital computer in the mid-20th century provided the opportunity to create a true automatic chess player. In 1950 Claude Shannon outlined the two basic strategies that would be used by future chess-playing programs.  The “brute force” strategy would examine the possible moves for the computer chess player, the possible replies of the opponent to each move, the possible next moves by the computer, and so on for as many half moves or “plies” as possible.  The moves would be evaluated by a “minimax” algorithm that would find the move that best improves the computer’s position despite the opponent’s best play. ",1,Boat
491,"The earliest computer chess theorists such as Claude Shannon and Alan Turing saw the game as one potential way to demonstrate true machine intelligence.  Ironically, by the time computers had truly mastered chess, the artificial intelligence (AI) community had concluded that mastering the game was largely irrelevant to their goals.  AI pioneers Herbert Simon and John McCarthy have referred to chess as “the Drosophila of AI. ” By this they mean that, like the ubiquitous fruit flies in genetics research, chess became an easy way to measure computer prowess.  But what was it measuring? The dominant brute-force approach was more a measure of computing power than the application of such AI techniques as pattern recognition.  (There is, however, still some interest in writing chess programs that “think” more like a human player. ) In recent years there has been some interest in programming computers to play the Asian board game Go, where positional and structural elements play a greater role than in chess.  However, even the latest generation of Go programs seem to be relying more on a statistical approach than a deep conceptual analysis. ",1,Boat
492,"In personal computers a chipset is a group of integrated circuits that together perform a particular function.  System purchasers generally think in terms of the processor itself (such as a Pentium III, Pentium IV, or competitive chips from AMD or Cyrix).  However they are really buying a system chipset that includes the microprocessor itself , and often a memory cache (which may be part of the microprocessor or a separate chip—see cache) as well as the chips that control the memory bus (which connects the processor to the main memory on the motherboard—see bus. ) The overall performance of the system depends not just on the processor’s architecture (including data width, instruction set, and use of instruction pipelines) but also on the type and size of the cache memory, the memory bus (RDRAM or “Rambus” and SDRAM) and the speed with which the processor can move data to and from memory. In addition to the system chipset, other chipsets on the motherboard are used to support functions such as graphics (the AGP, or Advanced Graphics Port, for example), drive connection (EIDE controller), communication with external devices ,, and connections to expansion cards (the PCI bus). ",1,Boat
493,"In the telecommunications industry, “the last mile” refers to the connections and equipment that actually bring content to users’ homes and businesses.  One source of Cisco’s continued growth in the 2000 decade is the way it has addressed the consumer sector through strategic acquisitions.  In 2003, Cisco acquired Linksys, maker of home Internet routers and wireless access points.  In 2005, Scientific Atlanta—maker of cable modems, digital cable boxes, and other consumer equipment—also became a Cisco company. The company has also entered the area of Internet telephony , by teaming up with Skype to build a cordless phone that can connect to a computer to make phone calls over the Internet. Moving from hardware into software, Cisco in 2007 purchased Utah Street Networks, a San Francisco–based maker of software to link online communities , and operator of the Tribe. net Web site.  Around the same time, Cisco made a much larger buy, acquiring WebEx, maker of online collaboration software, for $3. 2 billion. In 2007 Cisco had revenue of $35 billion, with more than 63,000 employees. ",1,Boat
494,"A class is a data type that combines both a data structure and methods for manipulating the data.  For example, a string class might consist of an array to hold the characters in the string and methods to compare strings, combine strings, or extract portions of a string ,. As with other data types, once a class is declared, objects (sometimes called instances) of the class can be created and used.  This way of structuring programs is called object-oriented programming because the class object is the basic building block ,. Object-oriented programming and classes provide several advantages over traditional block-structured languages.  In a traditional BASIC or even Pascal program, there is no particular connection between the data structure and the procedures or functions that manipulate it.  In a large program one programmer might change the data structure without alerting other programmers whose code assumes the original structure.  On the other hand, someone might write a procedure that directly manipulates the internal data rather than using the methods already provided.  Either transgression can lead to hard-to-find bugs. ",1,Boat
